"variable name","title","element type","version","definition","short description","datatype","maximum character quantity","input restriction","minimum value","maximum value","permissible values","permissible value descriptions","permissible value output codes","unit of measure","guidelines/instructions","notes","preferred question text","keywords","references","population.all","domain.general (for all diseases)","domain.traumatic brain injury","domain.Parkinson's disease","domain.Friedreich's ataxia","domain.stroke","domain.amyotrophic lateral sclerosis","domain.Huntington's disease","domain.multiple sclerosis","domain.neuromuscular diseases","domain.myasthenia gravis","domain.spinal muscular atrophy","domain.Duchenne muscular dystrophy/Becker muscular dystrophy","domain.congenital muscular dystrophy","domain.spinal cord injury","domain.headache","domain.epilepsy","classification.general (for all diseases)","classification.acute hospitalized","classification.concussion/mild TBI","classification.epidemiology","classification.moderate/severe TBI: rehabilitation","classification.Parkinson's disease","classification.Friedreich's ataxia","classification.stroke","classification.amyotrophic lateral sclerosis","classification.Huntington's disease","classification.multiple sclerosis","classification.neuromuscular diseases","classification.myasthenia gravis","classification.spinal muscular atrophy","classification.Duchenne muscular dystrophy/Becker muscular dystrophy","classification.congenital muscular dystrophy","classification.spinal cord injury","classification.headache","classification.epilepsy","historical notes","Label(s)","see also","submitting organization name","submitting contact name","submitting contact information","effective date","until date","steward organization name","steward contact name","steward contact information","creation date","last change date","administrative status"
"MotorStrgthFasciculationFind","Motor strength fasciculations findings","Unique Data Element","1.0","Motor strength fasciculations findings","Motor strength fasciculations findings","Alphanumeric","4000","Free-Form Entry","","","Biceps (L);Biceps (R);Deltoid (L);Deltoid (R);Gastrocnemius (L);Gastrocnemius (R);Hamstrings (L);Hamstrings (R);No fasciculations present;Quadriceps (L);Quadriceps (R);Tibialis Anterior (L);Tibialis Anterior (R);Triceps (L);Triceps (R)","Biceps (L);Biceps (R);Deltoid (L);Deltoid (R);Gastrocnemius (L);Gastrocnemius (R);Hamstrings (L);Hamstrings (R);No fasciculations present;Quadriceps (L);Quadriceps (R);Tibialis Anterior (L);Tibialis Anterior (R);Triceps (L);Triceps (R)",";;;;;;;;;;;;;;","","Select all that apply.","PDBD Neurolocial Examination Form","6x) Fasciculations present in any muscle group(s)?","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationAssmtExamFind","Sensation assessment examination findings","Unique Data Element","1.0","Sensation assessment","Sensation assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","Abnormal;Normal;Not assessed","Abnormal;Normal;Not assessed","10;20;222","","Select one.","PDBD Neurolocial Examination Form","7) Sensation","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationProxmlArmRtFind","Sensation proximal arm right findings","Unique Data Element","1.0","Sensation Proximal Arm right findings","Sensation Proximal Arm right findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7a) Proximal Arm (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationDistlArmRtFind","Sensation distal arm right findings","Unique Data Element","1.0","Sensation Distal Arm right findings","Sensation Distal Arm right findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7c) Distal Arm (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationProxmlLegRtFind","Sensation proximal leg right findings","Unique Data Element","1.0","Sensation Proximal Leg right findings","Sensation Proximal Leg right findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7e) Proximal Leg (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationDistlLegRtFind","Sensation distal leg right findings","Unique Data Element","1.0","Sensation Distal Leg right findings","Sensation Distal Leg right findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7g) Distal Leg (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationProxmlArmLftFind","Sensation proximal arm left findings","Unique Data Element","1.0","Sensation Proximal Arm left findings","Sensation Proximal Arm left findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7b) Proximal Arm (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationDistlArmLftFind","Sensation distal arm left findings","Unique Data Element","1.0","Sensation Distal Arm left findings","Sensation Distal Arm left findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7d) Distal Arm (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationProxmlLegLftFind","Sensation proximal leg left findings","Unique Data Element","1.0","Sensation Proximal Leg left findings","Sensation Proximal Leg left findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7f) Proximal Leg (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationDistlLegLftFind","Sensation distal leg left findings","Unique Data Element","1.0","Sensation Distal Leg left findings","Sensation Distal Leg left findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7h) Distal Leg (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"SensationStockingGloveFind","Sensation stocking/glove findings","Unique Data Element","1.0","Sensation  Stocking/Glove findings","Sensation  Stocking/Glove findings","Alphanumeric","4000","Free-Form Entry","","","Light Touch;Pain;Position;Temperature;Vibration","Light Touch;Pain;Position;Temperature;Vibration",";;;;","","Select all that apply.","PDBD Neurolocial Examination Form","7i) Stocking/Glove","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexInd","Reflexes indicator","Unique Data Element","1.0","Reflexes indicator","Reflexes indicator","Alphanumeric","","Single Pre-Defined Value Selected","","","Abnormal;Normal;Not assessed","Abnormal;Normal;Not assessed","10;20;222","","Select one.","PDBD Neurolocial Examination Form","8) Reflexes","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexBicepsRtAssmt","Reflexes biceps right assessment","Unique Data Element","1.0","Reflexes Biceps right assessment","Reflexes Biceps right assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8a) Biceps (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexTricepsRtAssmt","Reflexes triceps right assessment","Unique Data Element","1.0","Reflexes Triceps right assessment","Reflexes Triceps right assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8c) Triceps (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexBrachioradRtAssmt","Reflexes brachioradialis right assessment","Unique Data Element","1.0","Reflexes Brachioradialis right assessment","Reflexes Brachioradialis right assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8e) Brachioradialis (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexPatellarRtAssmt","Reflexes patellar right assessment","Unique Data Element","1.0","Reflexes Patellar right assessment","Reflexes Patellar right assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","6g) Patellar (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexAchillesRtAssmt","Reflexes Achilles right assessment","Unique Data Element","1.0","Reflexes Achilles right assessment","Reflexes Achilles right assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8i) Achilles (R)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexBicepsLftAssmt","Reflexes biceps left assessment","Unique Data Element","1.0","Reflexes Biceps left assessment","Reflexes Biceps left assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8b) Biceps (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexTricepsLftAssmt","Reflexes triceps left assessment","Unique Data Element","1.0","Reflexes Triceps left assessment","Reflexes Triceps left assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8d) Triceps (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexBrachioradLtAssmt","Reflexes brachioradialis left assessment","Unique Data Element","1.0","Reflexes Brachioradialis left assessment","Reflexes Brachioradialis left assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8f) Brachioradialis (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexPatellarLftAssmt","Reflexes patellar left assessment","Unique Data Element","1.0","Reflexes Patellar left assessment","Reflexes Patellar left assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8h) Patellar (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexAchillesLftAssmt","Reflexes Achilles left assessment","Unique Data Element","1.0","Reflexes Achilles left assessment","Reflexes Achilles left assessment","Alphanumeric","","Single Pre-Defined Value Selected","","","0;1+;2+;3+;4+","No response;Low normal;Normal;Brisk;Very brisk with clonus","0;1;20;2;3","","Select one.","PDBD Neurolocial Examination Form","8j) Achilles (L)","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexBabinskyInd","Reflexes Babinsky indicator","Unique Data Element","1.0","Reflexes Babinsky indicator","Reflexes Babinsky indicator","Alphanumeric","","Single Pre-Defined Value Selected","","","Not present;Present;Unknown","Not present;Present;Unknown","0;1;999","","Select one.","PDBD Neurolocial Examination Form","8k) Babinsky present","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexBabinskyLoc","Reflexes Babinsky location","Unique Data Element","1.0","Reflexes Babinsky location","Reflexes Babinsky location","Alphanumeric","4000","Free-Form Entry","","","Left;Right","Left;Right",";","","Select all that apply","PDBD Neurolocial Examination Form","8k-i) Babinsky","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"ReflexOthrTxt","Reflexes other text","Unique Data Element","1.0","Text descriptor of other reflexes tested and the result.","Text descriptor of other reflexes tested and the result.","Alphanumeric","4000","Free-Form Entry","","","","","","","Describe other reflexes tested and the result.","PDBD Neurolocial Examination Form","8i) Other, e.g., grasp, snout, suck, palmomental, etc.","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"Gait","Gait descriptor","Unique Data Element","1.0","Gait descriptor","Gait descriptor","Alphanumeric","4000","Free-Form Entry","","","Ataxic;Normal;Not assessed;Other, specify;Romberg;Spastic;Steppage;Unable to Tandem;Wide-Based","Ataxic;Normal;Not assessed;Other, specify;Romberg;Spastic;Steppage;Unable to Tandem;Wide-Based",";;;;;;;;","","Select all that apply","PDBD Neurolocial Examination Form","9) Gait","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"OthrMovmntInd","Other movements indicator","Unique Data Element","1.0","Other movements indicator","Other movements indicator","Alphanumeric","","Single Pre-Defined Value Selected","","","Abnormal;Normal;Not assessed","Abnormal;Normal;Not assessed","10;20;222","","Select one.","PDBD Neurolocial Examination Form","10)  Other movements","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"OthrMovmntAtaxiaLoc","Ataxia location","Unique Data Element","1.0","Ataxia location","Ataxia location","Alphanumeric","4000","Free-Form Entry","","","LLE;LUE;Normal;RLE;RUE;Truncal","Left lower extremity;Left upper extremity;Normal;Right lower extremity;Right upper extremity;Truncal",";;;;;","","Select all that apply","PDBD Neurolocial Examination Form","10a) Ataxia","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"OthrMovmntChoreaLoc","Chorea location","Unique Data Element","1.0","Chorea location","Chorea location","Alphanumeric","4000","Free-Form Entry","","","Generalized;LLE;LUE;Normal;RLE;RUE","Generalized;Left lower extremity;Left upper extremity;Normal;Right lower extremity;Right upper extremity",";;;;;","","Select all that apply","PDBD Neurolocial Examination Form","10b) Chorea","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"OthrMovmntBallismusLoc","Ballismus location","Unique Data Element","1.0","Ballismus location","Ballismus location","Alphanumeric","4000","Free-Form Entry","","","Generalized;LLE;LUE;Normal;RLE;RUE","Generalized;Left lower extremity;Left upper extremity;Normal;Right lower extremity;Right upper extremity",";;;;;","","Select all that apply","PDBD Neurolocial Examination Form","10c) Ballismus","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"OthrMovmntTicsLoc","Tics location","Unique Data Element","1.0","Tics","Tics","Alphanumeric","4000","Free-Form Entry","","","Generalized;LLE;LUE;Normal;RLE;RUE","Generalized;Left lower extremity;Left upper extremity;Normal;Right lower extremity;Right upper extremity",";;;;;","","Select all that apply","PDBD Neurolocial Examination Form","10d) Tics","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"OthrMovmntAthetosisLoc","Athetosis location","Unique Data Element","1.0","Athetosis","Athetosis","Alphanumeric","4000","Free-Form Entry","","","Generalized;LLE;LUE;Normal;RLE;RUE","Generalized;Left lower extremity;Left upper extremity;Normal;Right lower extremity;Right upper extremity",";;;;;","","Select all that apply","PDBD Neurolocial Examination Form","10e) Athetosis","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"OthrMovmntMyoclonusLoc","Myoclonus location","Unique Data Element","1.0","Myoclonus","Myoclonus","Alphanumeric","4000","Free-Form Entry","","","Generalized;LLE;LUE;Normal;RLE;RUE","Generalized;Left lower extremity;Left upper extremity;Normal;Right lower extremity;Right upper extremity",";;;;;","","Select all that apply","PDBD Neurolocial Examination Form","10f) Myoclonus","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"OthrExamFindTxt","Other exam findings text descriptor","Unique Data Element","1.0","Describe other exam findings not noted elsewhere.","Describe other exam findings not noted elsewhere.","Alphanumeric","4000","Free-Form Entry","","","","","","","Enter other exam finding not noted elsewhere.","PDBD Neurolocial Examination Form","11) Other exam finding not noted elsewhere","","","Adult and Pediatric","Assessments and Examinations.Physical/Neurological Examination","","","","","","","","","","","","","","","","Supplemental","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
