"variable name","title","element type","version","definition","short description","datatype","maximum character quantity","input restriction","minimum value","maximum value","permissible values","permissible value descriptions","permissible value output codes","unit of measure","guidelines/instructions","notes","preferred question text","keywords","references","population.all","domain.general (for all diseases)","domain.traumatic brain injury","domain.Parkinson's disease","domain.Friedreich's ataxia","domain.stroke","domain.amyotrophic lateral sclerosis","domain.Huntington's disease","domain.multiple sclerosis","domain.neuromuscular diseases","domain.myasthenia gravis","domain.spinal muscular atrophy","domain.Duchenne muscular dystrophy/Becker muscular dystrophy","domain.congenital muscular dystrophy","domain.spinal cord injury","domain.headache","domain.epilepsy","classification.general (for all diseases)","classification.acute hospitalized","classification.concussion/mild TBI","classification.epidemiology","classification.moderate/severe TBI: rehabilitation","classification.Parkinson's disease","classification.Friedreich's ataxia","classification.stroke","classification.amyotrophic lateral sclerosis","classification.Huntington's disease","classification.multiple sclerosis","classification.neuromuscular diseases","classification.myasthenia gravis","classification.spinal muscular atrophy","classification.Duchenne muscular dystrophy/Becker muscular dystrophy","classification.congenital muscular dystrophy","classification.spinal cord injury","classification.headache","classification.epilepsy","historical notes","Label(s)","see also","submitting organization name","submitting contact name","submitting contact information","effective date","until date","steward organization name","steward contact name","steward contact information","creation date","last change date","administrative status"
"MDSUPDRSRUERigidScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - right upper extremity rigid score","Common Data Element","1.0","Score for the participant's/subject's right upper extremities rigidity, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's right upper extremities rigidity, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No rigidity;Slight: Rigidity only detected with activation maneuver;Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved;Moderate: Rigidity detected without the activation maneuver| full range of motion is achieved with effort;Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.","0;1;2;3;4","","PD:
First, test without an activation maneuver. Test and rate neck and each limb separately. For arms, test the wrist and elbow joints simultaneously. For legs, test the hip and knee joints simultaneously. If no rigidity is detected, use an activation maneuver such as tapping fingers, fist opening/closing, or heel tapping in a limb not being tested. Explain to the patient to go as limp as possible as you test for rigidity.","MDS UPDRS Q3.3b","RIGIDTY","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.3b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSLUERigidScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - left upper extremity rigid score","Common Data Element","1.0","Score for the participant's/subject's left upper extremities rigidity, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's left upper extremities rigidity, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No rigidity;Slight: Rigidity only detected with activation maneuver;Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved;Moderate: Rigidity detected without the activation maneuver| full range of motion is achieved with effort;Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.","0;1;2;3;4","","PD:
First, test without an activation maneuver. Test and rate neck and each limb separately. For arms, test the wrist and elbow joints simultaneously. For legs, test the hip and knee joints simultaneously. If no rigidity is detected, use an activation maneuver such as tapping fingers, fist opening/closing, or heel tapping in a limb not being tested. Explain to the patient to go as limp as possible as you test for rigidity.","MDS UPDRS Q3.3c","RIGIDTY","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.3c","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSRLERigidScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - right lower extremity rigid score","Common Data Element","1.0","Score for the participant's/subject's right lower extremities rigidity, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's right lower extremities rigidity, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No rigidity;Slight: Rigidity only detected with activation maneuver;Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved;Moderate: Rigidity detected without the activation maneuver| full range of motion is achieved with effort;Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.","0;1;2;3;4","","PD:
First, test without an activation maneuver. Test and rate neck and each limb separately. For arms, test the wrist and elbow joints simultaneously. For legs, test the hip and knee joints simultaneously. If no rigidity is detected, use an activation maneuver such as tapping fingers, fist opening/closing, or heel tapping in a limb not being tested. Explain to the patient to go as limp as possible as you test for rigidity.","MDS UPDRS Q3.3d","RIGIDTY","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.3d","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSLLERigidScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - left lower extremity rigid score","Common Data Element","1.0","Score for the participant's/subject's lower left extremities rigidity, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's lower left extremities rigidity, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No rigidity;Slight: Rigidity only detected with activation maneuver;Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved;Moderate: Rigidity detected without the activation maneuver| full range of motion is achieved with effort;Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.","0;1;2;3;4","","PD:
First, test without an activation maneuver. Test and rate neck and each limb separately. For arms, test the wrist and elbow joints simultaneously. For legs, test the hip and knee joints simultaneously. If no rigidity is detected, use an activation maneuver such as tapping fingers, fist opening/closing, or heel tapping in a limb not being tested. Explain to the patient to go as limp as possible as you test for rigidity.","MDS UPDRS Q3.3e","RIGIDTY","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.3e","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFingerTppngRteHndScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - finger tap right hand score","Common Data Element","1.0","Score for the participant's/subject's ability to tap the right hand fingers evaluating the speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to tap the right hand fingers evaluating the speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the tapping movement| b) slight slowing| c) the amplitude decrements near the end of the 10 taps;Mild: Any of the following: a) 3 to 5 interruptions during tapping| b) mild slowing| c) the amplitude decrements midway in the 10-tap sequence;Moderate: Any of the following: a) more than 5 interruptions during tapping or at least one longer arrest (freeze) in ongoing movement| b) moderate slowing| c) the amplitude decrements starting after the 1st tap;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements.","0;1;2;3;4","","PD:
Each hand is tested separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.4a","FINGER TAPPING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.4a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFingerTppngLftHndScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - finger tap left hand score","Common Data Element","1.0","Score for the participant's/subject's ability to tap the left hand fingers evaluating the speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to tap the left hand fingers evaluating the speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the tapping movement| b) slight slowing| c) the amplitude decrements near the end of the 10 taps;Mild: Any of the following: a) 3 to 5 interruptions during tapping| b) mild slowing| c) the amplitude decrements midway in the 10-tap sequence;Moderate: Any of the following: a) more than 5 interruptions during tapping or at least one longer arrest (freeze) in ongoing movement| b) moderate slowing| c) the amplitude decrements starting after the 1st tap;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements.","0;1;2;3;4","","PD:
Each hand is tested separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.4b","FINGER TAPPING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.4b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSRteHndScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - right hand movement score","Common Data Element","1.0","Score for the participant's/subject's ability to move the right hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to move the right hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problem;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement| b) slight slowing| c) the amplitude decrements near the end of the task;Mild: Any of the following: a) 3 to 5 interruptions during the movements, b) mild slowing, c) the amplitude decrements midway in the task;Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing, c) the amplitude decrements starting after the 1st open-and-close sequence;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements","0;1;2;3;4","","PD:
Test each hand separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Instruct the patient to make a tight fist with the arm bent at the elbow so that the palm faces the examiner. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.5a","HAND MOVEMENTS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.5a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSLftHndScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - left hand movement score","Common Data Element","1.0","Score for the participant's/subject's ability to move the left hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to move the left hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problem;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement| b) slight slowing| c) the amplitude decrements near the end of the task;Mild: Any of the following: a) 3 to 5 interruptions during the movements, b) mild slowing, c) the amplitude decrements midway in the task;Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing, c) the amplitude decrements starting after the 1st open-and-close sequence;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements","0;1;2;3;4","","PD:
Test each hand separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Instruct the patient to make a tight fist with the arm bent at the elbow so that the palm faces the examiner. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.5b","HAND MOVEMENTS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.5b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSProntSupnRtHndMvmtScr","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - pronation supination right hand movement score","Common Data Element","1.0","Score for the participant's/subject's ability to pronate and supinate the right hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to pronate and supinate the right hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement| b) slight slowing| c) the amplitude decrements near the end of the sequence;Mild: Any of the following: a) 3 to 5 interruptions during the movements, b) mild slowing, c) the amplitude decrements midway in the sequence;Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing c) the amplitude decrements starting after the 1st supination-pronation sequence;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements","0;1;2;3;4","","PD:
Test each hand separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.6a","PRONATION SUPINATION MOVEMENTS OF HANDS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.6a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"PronatSupinLftHndMvmntScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - pronation supination left hand movement score","Common Data Element","1.0","Score for the participant's/subject's ability to pronate and supinate the left hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to pronate and supinate the left hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement| b) slight slowing| c) the amplitude decrements near the end of the sequence;Mild: Any of the following: a) 3 to 5 interruptions during the movements, b) mild slowing, c) the amplitude decrements midway in the sequence;Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing c) the amplitude decrements starting after the 1st supination-pronation sequence;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements","0;1;2;3;4","","PD:
Test each hand separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.6b","PRONATION SUPINATION MOVEMENTS OF HANDS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.6b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"RteFtToeTppngScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - right foot toe tap score","Common Data Element","1.0","Score for the participant's/subject's ability to tap the right foot toes evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to tap the right foot toes evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problem;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions, or hesitations of the tapping movement, b) slight slowing| c) amplitude decrements near the end of the ten taps;Mild: Any of the following: a) 3 to 5 interruptions during the tapping movements, b) mild slowing, c) amplitude decrements midway in the task;Moderate: Any of the following: a) more than 5 interruptions during the tapping movements or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing, c) amplitude decrements after the first tap;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements","0;1;2;3;4","","PD:
Have the patient sit in a straight-backed chair with arms, both feet on the floor. Test each foot separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.7a","TOE TAPPING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.7a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSLftFtToeTppngScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - left foot toe tap score","Common Data Element","1.0","Score for the participant's/subject's ability to tap the left foot toes evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to tap the left foot toes evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problem;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions, or hesitations of the tapping movement, b) slight slowing| c) amplitude decrements near the end of the ten taps;Mild: Any of the following: a) 3 to 5 interruptions during the tapping movements, b) mild slowing, c) amplitude decrements midway in the task;Moderate: Any of the following: a) more than 5 interruptions during the tapping movements or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing, c) amplitude decrements after the first tap;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements","0;1;2;3;4","","PD:
Have the patient sit in a straight-backed chair with arms, both feet on the floor. Test each foot separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.7b","TOE TAPPING","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.7b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSLegAgiltyRteLegScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - leg agility right leg score","Common Data Element","1.0","Score for the participant's/subject's right leg agility evaluating speed, amplitude, hesitations, halts and decrementing amplitude","Score for the participant's/subject's right leg agility evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as part of the Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS).","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement, b) slight slowing, c) amplitude decrements near the end of the task;Mild: Any of the following: a) 3 to 5 interruptions during the movements, b) mild slowness, c) amplitude decrements midway in the task;Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing in speed, c) amplitude decrements after the first tap;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements","0;1;2;3;4","","PD:
Have the patient sit in a straight-backed chair with arms. The patient should have both feet comfortably on the floor. Test each leg separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.","MDS UPDRS Q3.8a","LEG AGILITY","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.8a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSLegAgiltyLftLegScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - leg agility left leg score","Common Data Element","1.0","Score for the participant's/subject's left leg agility evaluating speed, amplitude, hesitations, halts and decrementing amplitude","Score for the participant's/subject's left leg agility evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as part of the Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS).","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement, b) slight slowing, c) amplitude decrements near the end of the task;Mild: Any of the following: a) 3 to 5 interruptions during the movements, b) mild slowness, c) amplitude decrements midway in the task;Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing in speed, c) amplitude decrements after the first tap;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.8b","LEG AGILITY","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.8b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSArisingFrmChrScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - arise from chair score","Common Data Element","1.0","Score for the participant's/subject's ability to arise from a chair observing the posture, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to arise from a chair observing the posture, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems. Able to arise quickly without hesitation;Slight: Arising is slower than normal, or may need more than one attempt, or may need to move forward in the chair to arise. No need to use the arms of the chair;Mild: Pushes self up from arms of chair without difficulty.;Moderate: Needs to push off, but tends to fall back or may have to try more than one time using arms of chair, but can get up without help.;Severe: Unable to arise without help.","0;1;2;3;4","","PD:
Have the patient sit in a straight-backed chair with arms, with both feet on the floor and sitting back in the chair (if the patient is not too short). Allow only one attempt in this situation. If unsuccessful, allow the patient to push off using his/her hands on the arms of the chair. Allow a maximum of three trials of pushing off. If still not successful, assist the patient to arise. After the patient stands up, observe the posture for item 3.13","MDS UPDRS Q3.9","ARISING FROM CHAIR","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.9","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSGaitScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - gait score","Common Data Element","1.0","Score for the participant's/subject's level of gait observing the stride amplitude, stride speed, height of foot lift, heel strike during walking, turning, and arm swing, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of gait, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS).","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Independent walking with minor gait impairment;Mild: Independent walking but with substantial gait impairment;Moderate: Requires an assistance device for safe walking (walking stick, walker) but not a person;Severe: Cannot walk at all or only with another person's assistance.","0;1;2;3;4","","PD:
The patient should walk at least 10 meters (30 feet), then turn around and return to the examiner. This item measures multiple behaviors: stride amplitude, stride speed, height of foot lift, heel strike during walking, turning, and arm swing, but not freezing. Assess also for ""freezing of gait"" (next item 3.11) while patient is walking. observe posture for item 3.13","MDS UPDRS Q3.10","GAIT","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.10","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFreezingGaitScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - freeze gait score","Common Data Element","1.0","Score for the participant's/subject's level of gait freezing episodes or hesitations especially when turning and reaching the end of the task, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of gait freezing episodes or hesitations especially when turning and reaching the end of the task, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No freezing;Slight: Freezes on starting, turning or walking through doorway with a single halt during any of these events, but then continues smoothly without freezing during straight walking;Mild: Freezes on starting, turning or walking through doorway with more than one halt during any of these activities, but continues smoothly without freezing during straight walking;Moderate: Freezes once during straight walking;Severe: Freezes multiple times during straight walking.","0;1;2;3;4","","PD:
Observe for start hesitation and stuttering movements especially when turning and reaching the end of the task. To the extent that safety permits, patients may NOT use sensory tricks during the assessment.","MDS UPDRS Q3.11","FREEZING OF GAIT","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.11","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
